,store,sido,gungu,address,phone
1134,내포1호,충남,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호,041-631-8580
1135,대산,충남,서산시,충남 서산시 대산읍 산리 129-5,041-667-1992
1136,동대,충남,보령시,충남 보령시 동대동 1766,041-936-9908~9
1137,동문,충남,서산시,충남 서산시 동문동 406-2,041-668-7272
1138,두정,충남,천안시,충남 천안시 서북구 성정2동 1211,041-621-9282
1139,목천,충남,천안시,충남 천안시 동남구 목천읍 신계리 134-18,041-569-1991
1140,배미,충남,아산시,충남 아산시 배미동 239-17,041-547-1007~8
1141,배방1호,충남,아산시,충남 아산시 배방읍 공수리 89-28,041-533-9912~3
1142,백석(천안),충남,천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호,041-553-5592
1143,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11,041-354-1412
1144,봉명다가,충남,천안시,충남 천안시 봉명동 31-1,041-579-9288
1145,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5,041-832-1992
1146,불당,충남,천안시,충남 천안시 서북구 불당동 1630,041-566-1991
1147,서산테크노,충남,서산시,충남 서산시 오사리 1666,041-665-1992
1148,서천,충남,서천군,충남 서천군 군사리 718-11,041-953-6000
1149,석림,충남,서산시,충남 서산시 동문동 999-6,041-662-3302
1150,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-1,042-841-9902~3
1151,신관,충남,공주시,충남 공주시 신관동 24-25,041-881-5599
1152,옥룡,충남,공주시,충남 공주시 옥룡동 308-1,041-856-9892
1153,금산(충남),충남,금산군,충남 금산군 금산읍 상리 47-10,041-751-9966
1154,취암,충남,논산시,충남 논산시 내동 628,041-736-4966
1155,기지시,충남,당진시,충남 당진시 반촌리 861-20,041-356-1992
1156,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11,041-354-1412
1157,신평,충남,당진시,충남 당진시 신평면 거산리 13-4번지 1층,041-362-4477
1158,읍내(당진),충남,당진시,충남 당진시 읍내동 850,041-357-9986~7
1159,채운,충남,당진시,충남 당진시 읍내동 1541,041-355-9995
1160,합덕,충남,당진시,충남 당진시 합덕읍 운산리 266-2,041-362-9982~3
1161,동대,충남,보령시,충남 보령시 동대동 1766,041-936-9908~9
1162,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5,041-832-1992
1163,대산,충남,서산시,충남 서산시 대산읍 산리 129-5,041-667-1992
1164,동문,충남,서산시,충남 서산시 동문동 406-2,041-668-7272
1165,서산테크노,충남,서산시,충남 서산시 오사리 1666,041-665-1992
1166,석림,충남,서산시,충남 서산시 동문동 999-6,041-662-3302
1167,읍내(서산),충남,서산시,충남 서산시 읍내동 759-13,041-668-8882~3
1168,서천,충남,서천군,충남 서천군 군사리 718-11,041-953-6000
1169,권곡,충남,아산시,충남 아산시 권곡동 549-26,041-549-7745
1170,배미,충남,아산시,충남 아산시 배미동 239-17,041-547-1007~8
1171,배방1호,충남,아산시,충남 아산시 배방읍 공수리 89-28,041-533-9912~3
1172,아산테크노,충남,아산시,충남 아산시 둔포면 석곡리 1704,041-542-1997
1173,온천,충남,아산시,충남 아산시 온천동 1310,041-534-7282
1174,용화,충남,아산시,충남 아산시 용화동 714,041-549-9008
1175,장재,충남,아산시,충남 아산시 배방읍 장재리 1531,041-531-1992
1176,탕정지중해,충남,아산시,충남 아산시 명암리 943-1,041-532-1995
1177,예산,충남,예산군,충남 예산군 예산읍 산성리 709-4,"041-334-8292,8592"
1178,목천,충남,천안시,충남 천안시 동남구 목천읍 신계리 134-18,041-569-1991
1179,신방1호,충남,천안시,충남 천안시 동남구 신방동 785-32,041-575-3366
1180,신방통정,충남,천안시,충남 천안시 동남구 신방동 1538,041-579-8892
1181,신부1호,충남,천안시,충남 천안시 동남구 신부동 728,041-558-9006~7
1182,원성,충남,천안시,충남 천안시 동남구 원성2동 518-4,041-621-9927
1183,청수,충남,천안시,충남 천안시 동남구 청당동 513,041-621-3321
1184,두정,충남,천안시,충남 천안시 서북구 성정2동 1211,041-621-9282
1185,백석(천안),충남,천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호,041-553-5592
1186,불당,충남,천안시,충남 천안시 서북구 불당동 1630,041-566-1991
1187,성거,충남,천안시,충남 천안시 서북구 성거읍 저리 65-1,041-556-9595
1188,성성,충남,천안시,충남 천안시 서북구 성성동 656,041-554-1991
1189,성환1호,충남,천안시,충남 천안시 서북구 성환읍 매주리 325-5 외 1,041-588-3392
1190,직산1호,충남,천안시,충남 천안시 서북구 직산읍 삼은리 76-177,041-585-2580~1
1191,차암,충남,천안시,충남 천안시 서북구 차암동 514,041-569-1992
1192,태안,충남,태안군,충남 태안군 태안읍 동문리 264-7,041-672-0246
1193,내포1호,충남,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호,041-631-8580
1194,오관,충남,홍성군,충남 홍성군 홍성읍 대교리 577,041-632-6364~5
1195,고창,전북,고창군,전북 고창군 고창읍 교촌리 506,063-562-2000
1196,구암조촌,전북,군산시,전북 군산시 조촌동 2-21,063-445-8292
1197,군산대,전북,군산시,전북 군산시 미룡동 867-2,063-468-9842~3
1198,김제,전북,김제시,전북 김제시 신풍동 594-4번지,063-548-9999
1199,나운1호,전북,군산시,전북 군산시 나운동 834-7,063-468-5545
1200,남원,전북,남원시,전북 남원시 도통동 387-12,063-631-7000
1201,동산,전북,익산시,전북 익산시 마동 344-5,063-843-3100
1202,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6,063-212-9282
1203,만성,전북,전주시,전북 전주시 덕진구 만성동 1365-6,063-214-1993
1204,모현,전북,익산시,전북 익산시 모현동1가 857,063-837-1991
1205,무주,전북,무주군,전북 무주군 무주읍 읍내리 962,063-324-2231
1206,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4,063-322-1997
1207,미원,전북,군산시,전북 군산시 대명동 384-10,063-446-1992
1208,미장수송,전북,군산시,전북 군산시 수송동 836-8,063-462-1994
1209,변산격포,전북,부안군,전북 부안군 변산면 격포리 260-159,063-581-1112
1210,봉동,전북,완주군,전북 완주군 봉동읍 둔산리 905-7,063-261-5592
1211,부송,전북,익산시,전북 익산시 부송동 710-5,"063-831-1811,1822"
1212,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1,063-584-1661
1213,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8,063-291-1599
1214,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621,063-227-9979
1215,고창,전북,고창군,전북 고창군 고창읍 교촌리 506,063-562-2000
1216,구암조촌,전북,군산시,전북 군산시 조촌동 2-21,063-445-8292
1217,군산대,전북,군산시,전북 군산시 미룡동 867-2,063-468-9842~3
1218,나운1호,전북,군산시,전북 군산시 나운동 834-7,063-468-5545
1219,미원,전북,군산시,전북 군산시 대명동 384-10,063-446-1992
1220,미장수송,전북,군산시,전북 군산시 수송동 836-8,063-462-1994
1221,소룡산북,전북,군산시,전북 군산시 소룡동 1545-5번지,063-451-1991
1222,지곡,전북,군산시,전북 군산시 지곡동 495-1,063-465-1993
1223,김제,전북,김제시,전북 김제시 신풍동 594-4번지,063-548-9999
1224,남원,전북,남원시,전북 남원시 도통동 387-12,063-631-7000
1225,무주,전북,무주군,전북 무주군 무주읍 읍내리 962,063-324-2231
1226,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4,063-322-1997
1227,변산격포,전북,부안군,전북 부안군 변산면 격포리 260-159,063-581-1112
1228,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1,063-584-1661
1229,순창,전북,순창군,전북 순창군 순창읍 순화리 282-6,063-653-5995
1230,봉동,전북,완주군,전북 완주군 봉동읍 둔산리 905-7,063-261-5592
1231,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8,063-291-1599
1232,동산,전북,익산시,전북 익산시 마동 344-5,063-843-3100
1233,모현,전북,익산시,전북 익산시 모현동1가 857,063-837-1991
1234,부송,전북,익산시,전북 익산시 부송동 710-5,"063-831-1811,1822"
1235,영등1호,전북,익산시,전북 익산시 영등동 765-4,063-833-1664
1236,영등2호,전북,익산시,전북 익산시 영등동 843-5,063-836-0078
1237,원광대,전북,익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호",063-857-1991
1238,함열,전북,익산시,전북 익산시 함열읍 와리 610-3,063-722-1991
1239,임실,전북,임실군,전북 임실군 임실읍 이도리 294,063-643-9200
1240,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6,063-212-9282
1241,만성,전북,전주시,전북 전주시 덕진구 만성동 1365-6,063-214-1993
1242,솔내,전북,전주시,전북 전주시 덕진구 송천동1가 405-1,063-244-1991
1243,송천,전북,전주시,전북 전주시 덕진구 송천동2가 179-116,"063-252-5552,251-3141"
1244,아중,전북,전주시,전북 전주시 덕진구 인후동1가 834-4,063-242-1663~4
1245,에코시티,전북,전주시,전북 전주시 덕진구 송천동2가 1298,063-909-9111
1246,전북대,전북,전주시,전북 전주시 덕진구 덕진동1가 1314-201,063-254-2033
1247,하가덕진,전북,전주시,전북 전주시 덕진구 덕진동2가 670-1,063-278-1991
1248,혁신(전북 전주),전북,전주시,전북 전주시 덕진구 중동 781-5,063-214-1991
1249,호성,전북,전주시,전북 전주시 덕진구 호성동1가 757-26,063-245-9293~4
1250,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621,063-227-9979
1251,서곡효자,전북,전주시,전북 전주시 완산구 효자동3가 1609-16,063-236-1992
1252,서신,전북,전주시,전북 전주시 완산구 서신동 938-5,"063-278-0892,0876"
1253,신시가지,전북,전주시,전북 전주시 완산구 효자동2가 1327-1,063-229-9252
1254,안행,전북,전주시,전북 전주시 완산구 효자동1가 202-1,063-226-1994
1255,중앙(전주),전북,전주시,전북 전주시 완산구 고사동 470-3,063-282-9123
1256,중화산,전북,전주시,전북 전주시 완산구 중화산동2가 777-6,063-228-5060
1257,평화1호,전북,전주시,전북 전주시 완산구 평화동2가 230-112,063-229-3334~5
1258,효자(전주),전북,전주시,전북 전주시 완산구 효자동1가 652,063-229-2992~3
1259,상동,전북,정읍시,전북 정읍시 시기동 170-4,063-535-9999
1260,수성(정읍),전북,정읍시,전북 정읍시 수성동 954-13,063-533-9999
1261,진안,전북,진안군,전북 진안군 진안읍 군상리 286-1,063-432-1992
1262,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4,061-434-8599
1263,광양읍1호,전남,광양시,전남 광양시 광양읍 칠성리 947-3,061-761-9985
1264,광양읍2호,전남,광양,전남 광양 광양읍 용강리 857-5번지,061-795-1991
1265,국동,전남,여수시,전남 여수시 신월동 96-1,061-642-9924~5
1266,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호,"061-721-9990,9958"
1267,나주,전남,나주시,전남 나주시 대호동 1040-7,061-332-1369
1268,남부(순천),전남,순천시,전남 순천시 풍덕동 1265-5,061-743-9997
1269,남악,전남,무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호",061-287-9959
1270,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7,061-383-9599
1271,둔덕,전남,여수시,전남 여수시 둔덕동 434-7,061-653-9795
1272,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45,061-454-1997
1273,문수,전남,여수시,전남 여수시 문수동 124-1,061-651-7168
1274,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19,061-852-9942
1275,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3,061-336-5999
1276,삼학,전남,목포시,전남 목포시 산정동 1284,061-245-1880
1277,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481,061-462-1991
1278,상동석현,전남,목포시,전남 목포시 석현동 1173-2,061-277-5539
1279,순천대점,전남,순천시,전남 순천시 석현동 80-5,061-755-9985~4
1280,신기,전남,여수시,전남 여수시 신기동 117-7,061-682-9984~5
1281,신대,전남,순천시,전남 순천시 해룡면 신대리 2019-4,061-723-3123
1282,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4,061-434-8599
1283,광양읍1호,전남,광양시,전남 광양시 광양읍 칠성리 947-3,061-761-9985
1284,중마1호,전남,광양시,전남 광양시 마동 1037-4,061-791-9984
1285,중마2호,전남,광양시,전남 광양시 중동 1654-3,061-795-9962
1286,나주,전남,나주시,전남 나주시 대호동 1040-7,061-332-1369
1287,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3,061-336-5999
1288,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7,061-383-9599
1289,삼학,전남,목포시,전남 목포시 산정동 1284,061-245-1880
1290,상동석현,전남,목포시,전남 목포시 석현동 1173-2,061-277-5539
1291,옥암,전남,목포시,전남 목포시 옥암동 1248-2,061-980-9292
1292,용해,전남,목포시,전남 목포시 연산동 1930-4,061-274-9989
1293,원산,전남,목포시,전남 목포시 산정동 1693-3,061-276-5582
1294,하당,전남,목포시,전남 목포시 상동 1116-8번지,061-284-0070
1295,남악,전남,무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호",061-287-9959
1296,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45,061-454-1997
1297,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19,061-852-9942
1298,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호,"061-721-9990,9958"
1299,남부(순천),전남,순천시,전남 순천시 풍덕동 1265-5,061-743-9997
1300,순천대점,전남,순천시,전남 순천시 석현동 80-5,061-755-9985~4
1301,신대,전남,순천시,전남 순천시 해룡면 신대리 2019-4,061-723-3123
1302,연향,전남,순천시,전남 순천시 연향동 1351-1,061-724-9912
1303,용당서면,전남,순천시,전남 순천시 용당동 348-8,061-755-1992
1304,조례,전남,순천시,전남 순천시 조례1동 1687-16,061-725-9945~6
1305,팔마,전남,순천시,전남 순천시 연향동 1681-3   1층,061-721-4994
1306,국동,전남,여수시,전남 여수시 신월동 96-1,061-642-9924~5
1307,둔덕,전남,여수시,전남 여수시 둔덕동 434-7,061-653-9795
1308,문수,전남,여수시,전남 여수시 문수동 124-1,061-651-7168
1309,신기,전남,여수시,전남 여수시 신기동 117-7,061-682-9984~5
1310,안산,전남,여수시,전남 여수시 안산동 438-7,061-685-9984
1311,여서,전남,여수시,전남 여수시 여서동 240-8,061-654-6727~8
1312,웅천,전남,여수시,전남 여수시 웅천동 1694-1 104호,061-692-1999
1313,죽림무선,전남,여수시,전남 여수시 소라면 죽림리 1226-3,061-692-1991
1314,영광,전남,영광군,전남 영광군 영광읍 남천리 339-4,061-353-9953
1315,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481,061-462-1991
1316,완도,전남,완도군,전남 완도군 완도읍 군내리 1237-14,061-552-9595
1317,장흥,전남,장흥군,전남 장흥군 장흥읍 건산리 736-10,061-863-1997
1318,해남,전남,해남군,전남 해남군 해남읍 구교리 304-3,061-536-9985~6
1319,화순,전남,화순군,전남 화순군 화순읍 일심리 755,061-375-9283
1320,가흥,경북,영주시,경북 영주시 가흥동 1881,054-634-2999
1321,경북도청,경북,안동시,경북 안동시 풍천면 갈전리 1325,054-857-9990
1322,경산,경북,경산시,경북 경산시 옥산동 758-10(1층),053-815-9058
1323,경산오거리,경북,경산시,경북 경산시 중방동 880-23,"053-813-9993,9992"
1324,계양사동,경북,경산시,경북 경산시 사동 663-6,053-817-9209
1325,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10,054-262-1991
1326,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포1리 742,054-276-9114
1327,금곡(안동),경북,안동시,경북 안동시 당북동 311-8,054-841-9295(080-555-9295)
1328,김천,경북,김천시,경북 김천시 신음동 1301-4,"054-431-3110,435-5384"
1329,김천부곡,경북,김천시,경북 김천시 부곡동 426-1,054-432-1034
1330,김천혁신,경북,김천시,경북 김천시 율곡동 364,054-430-0999
1331,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13,054-282-8444
1332,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4,054-283-9945
1333,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3,054-272-0084
1334,도량,경북,구미시,경북 구미시 도량동 262-1,054-442-0757
1335,동천(경주),경북,경주시,경북 경주시 동천동 791,054-741-9995~6
1336,봉곡,경북,구미시,경북 구미시 봉곡동 302-4,054-458-9988
1337,산동,경북,구미시,경북 구미시 산동면 신당리 1437,054-471-0030
1338,상모,경북,구미시,경북 구미시 상모동 42-7,054-465-3738
1339,상주,경북,상주시,경북 상주시 무양동 213-3,054-532-0380
1340,경산,경북,경산시,경북 경산시 옥산동 758-10(1층),053-815-9058
1341,경산오거리,경북,경산시,경북 경산시 중방동 880-23,"053-813-9993,9992"
1342,계양사동,경북,경산시,경북 경산시 사동 663-6,053-817-9209
1343,영대,경북,경산시,경북 경산시 압량면 신대리 497,053-812-9928
1344,진량,경북,경산시,경북 경산시 진량읍 봉회리 81-3,053-856-8282
1345,하양,경북,경산시,경북 경산시 하양읍 금락리 130-18,053-854-8010
1346,동천(경주),경북,경주시,경북 경주시 동천동 791,054-741-9995~6
1347,성건중앙,경북,경주시,경북 경주시 성건동 625-13,054-775-6669
1348,안강,경북,경주시,경북 경주시 안강읍 산대리 2400-2,054-763-9959
1349,외동(경주),경북,경주시,경북 경주시 입실리 1344-46,054-748-1991
1350,용강,경북,경주시,경북 경주시 용강동 1619,054-744-1991
1351,충효,경북,경주시,경북 경주시 충효동 3002-1,054-749-9945
1352,황성,경북,경주시,경북 경주시 황성동 893-3,054-775-9959
1353,도량,경북,구미시,경북 구미시 도량동 262-1,054-442-0757
1354,봉곡,경북,구미시,경북 구미시 봉곡동 302-4,054-458-9988
1355,산동,경북,구미시,경북 구미시 산동면 신당리 1437,054-471-0030
1356,상모,경북,구미시,경북 구미시 상모동 42-7,054-465-3738
1357,선산,경북,구미시,경북 구미시 선산읍 동부리 416,054-482-4870
1358,송정(구미),경북,구미시,경북 구미시 송정동 38-5 우방타운 206동2호,"054-455-5534,2721"
1359,신평공단,경북,구미시,경북 구미시 신평동 129-2,054-463-9222
1360,옥계,경북,구미시,경북 구미시 옥계동 843-1,054-475-6060
1361,원평,경북,구미시,경북 구미시 원평동 84-5,054-454-9991
1362,원호,경북,구미시,경북 구미시 고아읍 원호리 442-2,054-441-2324
1363,인동,경북,구미시,경북 구미시 인의동 341-2,054-471-8282
1364,진평,경북,구미시,경북 구미시 진평동 29-5,"054-474-7999,471-1140"
1365,형곡,경북,구미시,경북 구미시 형곡동 152-4,054-451-1922
1366,김천,경북,김천시,경북 김천시 신음동 1301-4,"054-431-3110,435-5384"
1367,김천부곡,경북,김천시,경북 김천시 부곡동 426-1,054-432-1034
1368,김천혁신,경북,김천시,경북 김천시 율곡동 364,054-430-0999
1369,점촌,경북,문경시,경북 문경시 모전동 866,054-556-0044
1370,상주,경북,상주시,경북 상주시 무양동 213-3,054-532-0380
1371,성주,경북,성주군,경북 성주군 성주읍 성산리 2102-4,054-933-9259
1372,경북도청,경북,안동시,경북 안동시 풍천면 갈전리 1325,054-857-9990
1373,금곡(안동),경북,안동시,경북 안동시 당북동 311-8,054-841-9295(080-555-9295)
1374,송현오거리,경북,안동시,경북 안동시 송현동 260-5,"054-859-3988,7188"
1375,옥동(안동),경북,안동시,경북 안동시 옥동 791-2,054-843-9982
1376,용상,경북,안동시,경북 안동시 용상동 1179-188,054-822-5888
1377,가흥,경북,영주시,경북 영주시 가흥동 1881,054-634-2999
1378,영주,경북,영주시,경북 영주시 휴천동 642-362,054-636-3999
1379,중앙(영주),경북,영주시,경북 영주시 영주2동 536-15,054-637-9901~2
1380,풍기,경북,영주시,경북 영주시 풍기읍 성내리 60,054-635-5033
1381,영천1호,경북,영천시,경북 영천시 망정동 208-21,054-333-0999
1382,울진,경북,울진군,경북 울진군 울진읍 읍내리 576-1,054-781- 5995
1383,의성,경북,의성군,경북 의성군 의성읍 후죽리 470-6,054-832-1677
1384,청도,경북,청도군,경북 청도군 청도읍 고수리 503,"054-372-9912,9919"
1385,석적,경북,칠곡군,경북 칠곡군 석적읍 중리 203-5,054-977-8800
1386,오태북삼,경북,칠곡군,경북 칠곡군 북삼읍 인평리 246-3,"054-973-3655,463-1365"
1387,왜관,경북,칠곡군,경북 칠곡군 왜관읍 왜관리 237-19,054-972-2850
1388,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포1리 742,054-276-9114
1389,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13,054-282-8444
1390,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4,054-283-9945
1391,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3,054-272-0084
1392,송도,경북,포항시,경북 포항시 남구 해도동 25-28,054-272-5525
1393,연일,경북,포항시,경북 포항시 남구 생지리 157-9,054-285-8533
1394,오천,경북,포항시,경북 포항시 남구 오천읍 원리 913-2,054-292-6660
1395,효곡,경북,포항시,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호,054-278-8868
1396,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10,054-262-1991
1397,양덕(포항),경북,포항시,경북 포항시 북구 양덕동 1574,054-256-0077
1398,양학대이,경북,포항시,경북 포항시 북구 득량동 2-1,054-277-9937
1399,용흥,경북,포항시,경북 포항시 북구 용흥동 63-9,054-242-4568
1400,우현,경북,포항시,경북 포항시 북구 우현동 산15-6,"054-251-9979,5525"
1401,장성,경북,포항시,경북 포항시 북구 장성동 1355-4,"054-256-0999, 253-4333"
1402,죽도,경북,포항시,경북 포항시 북구 대흥동 592-2,054-232-9966~7
1403,환호장량,경북,포항시,경북 포항시 북구 장성동 1378-3,"054-249-9902,9903"
1404,흥해,경북,포항시,경북 포항시 북구 흥해읍 옥성리 403-7,054-261-1366
1405,가호,경남,진주시,경남 진주시 호탄동 611-3,055-761-0226
1406,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4,055-252-1992
1407,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5,055-943-9980
1408,경화,경남,창원시,경남 창원시 진해시 경화동 1199-2(대풍빌라201),055-545-7772
1409,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88,055-674-3652~3
1410,고현상동,경남,거제시,경남 거제시 고현동 406-18,055-637-0344
1411,구산,경남,김해시,경남 김해시 구산동 275-8,055-321-5566
1412,금산(진주),경남,진주시,경남 진주시 중천리 192-3,055-762-2241~2
1413,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자),055-547-1515
1414,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호,055-261-9295
1415,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7,055-536-1993
1416,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11,055-864-1999
1417,내동,경남,김해시,경남 김해시 내동 138-1,055-322-9007
1418,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14,055-231-9982
1419,내일동,경남,밀양시,경남 밀양시 내이동 1566-6,055-355-3377
1420,대방,경남,창원시,경남 창원시 성산구 성주동 100,055-275-5258
1421,대원,경남,창원시,경남 창원시 이창구 대원동 96-1,055-237-9945
1422,대청,경남,김해시,경남 김해시 대청동 61-1,055-312-8585
1423,덕계,경남,양산시,경남 양산시 덕계동 750,055-910-9995
1424,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9,055-276-9945~6
1425,고현상동,경남,거제시,경남 거제시 고현동 406-18,055-637-0344
1426,상문,경남,거제시,경남 거제시 상동동 913-2,055-637-1990
1427,아주,경남,거제시,경남 거제시 아주동 1178-2,055-681-1164
1428,옥포(거제),경남,거제시,경남 거제시 옥포동 160-1,055-688-9277~8
1429,장평,경남,거제시,경남 거제시 장평동 274,055-635-9982
1430,중곡,경남,거제시,경남 거제시 고현동 997,055-633-1992
1431,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5,055-943-9980
1432,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88,055-674-3652~3
1433,구산,경남,김해시,경남 김해시 구산동 275-8,055-321-5566
1434,내동,경남,김해시,경남 김해시 내동 138-1,055-322-9007
1435,대청,경남,김해시,경남 김해시 대청동 61-1,055-312-8585
1436,부원봉황,경남,김해시,경남 김해시 부원동 607-3,055-331-2235~6
1437,삼계1호,경남,김해시,경남 김해시 삼계동 1479-4,055-339-7772~3
1438,삼방,경남,김해시,경남 김해시 삼방동 171-12,055-326-2294
1439,삼정,경남,김해시,경남 김해시 삼정동 590-1,055-331-5569
1440,어방,경남,김해시,경남 김해시 어방동 523-2,"055-321-0101, 321-0589"
1441,외동(김해),경남,김해시,경남 김해시 외동 1187-12,055-325-4777
1442,율하(김해),경남,김해시,경남 김해시 관동동 1106-5,055-323-2388
1443,장유1호,경남,김해시,경남 김해시 내덕동 220-1 101호,055-313-9266~7
1444,주촌,경남,김해시,경남 김해시 주촌면 천곡리 1381-14,055-323-9821
1445,지내안동,경남,김해시,경남 김해시 지내동 67-1,055-339-0999
1446,진영,경남,김해시,경남 김해시 진영읍 진영리 1629-2,"055-342-3900,3989"
1447,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11,055-864-1999
1448,내일동,경남,밀양시,경남 밀양시 내이동 1566-6,055-355-3377
1449,삼문상남,경남,밀양시,경남 밀양시 삼문동 717-11,055-355-9920
1450,동금,경남,사천시,경남 사천시 동금동 58-4,055-832-9989
1451,벌용,경남,사천시,경남 사천시 벌리동 255-9,055-835-6664
1452,사남,경남,사천시,경남 사천시 사남면 월성리 64-3,055-852-1990
1453,사천,경남,사천시,경남 사천시 사천읍 수석리 293-23,055-852-0991
1454,산청,경남,산청군,경남 산청군 산청읍 옥산리 249,055-973-2002
1455,덕계,경남,양산시,경남 양산시 덕계동 750,055-910-9995
1456,물금,경남,양산시,경남 양산시 물금읍 범어리 2682-10,055-387-9984
1457,삼성,경남,양산시,경남 양산시 북정동 885-12,055-366-9289
1458,상북,경남,양산시,경남 양산시 상북면 석계리 242-1,"055-375-9595,5824"
1459,서창1호,경남,양산시,경남 양산시 삼호동 707-2,"055-363-5757,8292"
1460,석산,경남,양산시,경남 양산시 동면 금산리 1422-14,055-384-2992
1461,중앙(양산),경남,양산시,경남 양산시 중부동 684-6,055-384-9985
1462,증산(양산),경남,양산시,경남 양산시 물금읍 가촌리 1269-3,055-375-8888
1463,통도사,경남,양산시,경남 양산시 하북면 순지리 814-5,055-381-7776
1464,평산,경남,양산시,경남 양산시 평산동 105-4,055-367-8988
1465,의령,경남,의령군,경남 의령군 의령읍 서동리 497-9,055-572-9998
1466,가호,경남,진주시,경남 진주시 호탄동 611-3,055-761-0226
1467,금산(진주),경남,진주시,경남 진주시 중천리 192-3,055-762-2241~2
1468,상대,경남,진주시,경남 진주시 상대동 238-3,055-761-0430
1469,상봉중앙,경남,진주시,경남 진주시 중안동 2-11,"055-748-2280,2285"
1470,상평,경남,진주시,경남 진주시 상평동 198-43,"055-755-4452,3839"
1471,신안평거,경남,진주시,경남 진주시 신안동 439-7,"055-747-0884, 0270"
1472,이현인사,경남,진주시,경남 진주시 인사동 145-5,"055-745-9245,7896"
1473,정촌,경남,진주시,경남 진주시 정촌면 예하리 1300-14,055-763-1991
1474,초장,경남,진주시,경남 진주시 초전동 1704-7,055-753-1991
1475,칠암망경,경남,진주시,경남 진주시 칠암동 491-47,055-757-0313
1476,판문평거,경남,진주시,경남 진주시 평거동 344-6,055-748-6036~7
1477,하대초전,경남,진주시,경남 진주시 하대동 306-38,055-761-5511
1478,혁신(경남 진주),경남,진주시,경남 진주시 충무공동 38-1 뽀빠이프라자 1층 113호,055-762-5933
1479,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7,055-536-1993
1480,창녕,경남,창녕군,경남 창녕군 창녕읍 송현리 238-1,055-533-9280~1
